date,TOTAL SPECIMENS,TOTAL A,TOTAL B,PERCENT POSITIVE,PERCENT A,PERCENT B,OT,%UNWEIGHTED ILI,AGE 0-4,AGE 25-64,AGE 5-24,AGE 65,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS
2002-06-03,995,2,34,3.61809,0.20100502512562815,3.4170854271356785,0,0.0,0,0,0,0,0,0,0
2002-06-10,948,1,25,2.74262,0.10548523206751054,2.6371308016877637,0,0.0,0,0,0,0,0,0,0
2002-06-17,850,0,7,0.823529,0.0,0.823529411764706,0,0.0,0,0,0,0,0,0,0
2002-06-24,692,0,2,0.289017,0.0,0.2890173410404624,0,0.0,0,0,0,0,0,0,0
2002-07-01,700,0,4,0.571429,0.0,0.5714285714285714,0,0.0,0,0,0,0,0,0,0
2002-07-08,490,0,2,0.408163,0.0,0.40816326530612246,0,0.0,0,0,0,0,0,0,0
2002-07-15,591,0,1,0.169205,0.0,0.1692047377326565,0,0.0,0,0,0,0,0,0,0
2002-07-22,578,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0
2002-07-29,601,1,1,0.332779,0.16638935108153077,0.16638935108153077,0,0.0,0,0,0,0,0,0,0
2002-08-05,530,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0
2002-08-12,566,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0
2002-08-19,516,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0
2002-08-26,533,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0
2002-09-02,588,0,1,0.170068,0.0,0.17006802721088435,0,0.0,0,0,0,0,0,0,0
2002-09-09,482,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0
2002-09-16,561,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0
2002-09-23,475,2,1,0.631579,0.42105263157894735,0.21052631578947367,0,0.0,0,0,0,0,0,0,0
2002-09-30,391,0,2,0.511509,0.0,0.5115089514066496,0,0.0,0,0,0,0,0,0,0
2002-10-07,1443,0,0,0.0,0.0,0.0,1.22262,1.16668,582,524,805,149,2060,754,176569
2002-10-14,1517,2,1,0.197759,0.13183915622940012,0.06591957811470006,1.33344,1.2165,683,585,872,127,2267,785,186355
2002-10-21,1590,0,0,0.0,0.0,0.0,1.31929,1.13057,642,543,878,113,2176,831,192469
2002-10-28,1774,5,1,0.338219,0.2818489289740699,0.05636978579481398,1.49484,1.25246,728,672,1045,154,2599,863,207512
2002-11-04,1636,3,3,0.366748,0.18337408312958436,0.18337408312958436,1.47195,1.30237,823,741,1189,154,2907,909,223208
2002-11-11,1988,2,3,0.251509,0.1006036217303823,0.15090543259557343,1.58094,1.40551,887,886,1272,180,3225,930,229454
2002-11-18,2107,6,4,0.474608,0.28476506881822494,0.18984337921214997,1.49426,1.38437,851,898,1173,175,3097,923,223712
2002-11-25,2091,6,16,1.05213,0.2869440459110474,0.7651841224294597,1.40569,1.32563,802,817,1166,182,2967,922,223818
2002-12-02,1900,9,6,0.789474,0.4736842105263158,0.3157894736842105,1.6141,1.43475,834,711,978,186,2709,918,188814
2002-12-09,2414,12,28,1.657,0.4971002485501243,1.15990057995029,1.45967,1.25433,857,869,1117,206,3049,937,243078
2002-12-16,2493,24,73,3.89089,0.9626955475330927,2.9281989570798235,1.59896,1.25757,804,792,1179,182,2957,928,235136
2002-12-23,2910,45,146,6.56357,1.5463917525773196,5.017182130584192,2.16697,1.58017,951,849,1404,212,3416,908,216179
2002-12-30,2368,41,119,6.75676,1.7314189189189189,5.025337837837838,2.57842,1.98008,915,828,937,177,2857,865,144287
2003-01-06,2632,66,82,5.6231,2.507598784194529,3.115501519756839,2.38636,1.90428,1028,962,1019,251,3260,879,171193
2003-01-13,2828,115,134,8.80481,4.066478076379067,4.738330975954738,1.73621,1.5901,1068,1091,1296,274,3729,926,234513
2003-01-20,3108,155,202,11.4865,4.987129987129987,6.4993564993565,2.06296,1.81559,1154,1011,1798,241,4204,902,231550
2003-01-27,3352,271,276,16.3186,8.08472553699284,8.233890214797137,2.58113,2.41801,1373,1104,2998,221,5696,927,235566
2003-02-03,4166,441,413,20.4993,10.585693710993759,9.913586173787806,2.93909,2.86635,1411,1322,4064,282,7079,884,246969
2003-02-10,4874,687,598,26.3644,14.095199015182603,12.26918342224046,3.22539,3.16662,1606,1421,4447,308,7782,889,245751
2003-02-17,4676,667,517,25.3208,14.264328485885372,11.056458511548332,3.06982,3.0155,1568,1566,4224,291,7649,903,253656
2003-02-24,4416,628,368,22.5543,14.221014492753623,8.333333333333332,3.20044,2.9978,1694,1537,3689,308,7228,871,241110
2003-03-03,4348,609,357,22.2171,14.006439742410304,8.210671573137073,2.44888,2.31957,1336,1400,2583,287,5606,857,241683
2003-03-10,3633,465,214,18.6898,12.799339388934763,5.890448665015139,2.1344,1.94707,1015,1085,2103,247,4450,839,228549
2003-03-17,3422,411,175,17.1245,12.01052016364699,5.113968439509059,1.99866,1.72985,880,987,1669,274,3810,835,220250
2003-03-24,3435,379,124,14.6434,11.033478893740902,3.6098981077147014,1.93849,1.51837,737,773,1321,156,2987,795,196724
2003-03-31,2820,210,71,9.96454,7.446808510638298,2.517730496453901,1.41293,1.22616,624,640,1016,159,2439,775,198913
2003-04-07,2352,160,41,8.54592,6.802721088435375,1.7431972789115644,1.23472,1.05433,506,541,846,135,2028,741,192349
2003-04-14,2131,94,16,5.1619,4.4110746128578135,0.7508212106992023,1.20005,1.07108,569,551,799,163,2082,735,194383
2003-04-21,1777,66,23,5.00844,3.714124929656725,1.2943162633652223,0.910135,0.82612,440,382,539,106,1467,669,177577
2003-04-28,1406,47,11,4.12518,3.342816500711238,0.7823613086770981,0.932265,0.820505,429,394,508,114,1445,682,176111
2003-05-05,1222,48,20,5.56465,3.927986906710311,1.6366612111292964,0.692175,0.630846,275,272,444,84,1075,655,170406
2003-05-12,1121,18,10,2.49777,1.6057091882247994,0.8920606601248885,0.669406,0.63935,215,245,471,74,1005,613,157191
2003-05-19,931,13,6,2.04082,1.3963480128893664,0.644468313641246,0.727705,0.586609,248,235,283,70,836,547,142514
2003-05-26,872,9,7,1.83486,1.0321100917431194,0.8027522935779817,0.717701,0.773024,264,169,262,45,740,406,95728
2003-06-02,705,2,4,0.851064,0.28368794326241137,0.5673758865248227,0.789394,0.790743,213,179,205,44,641,393,81063
2003-06-09,721,5,8,1.80305,0.6934812760055479,1.1095700416088765,0.722129,0.711847,201,133,195,34,563,344,79090
2003-06-16,683,3,4,1.02489,0.43923865300146414,0.5856515373352855,0.591326,0.794637,198,180,187,55,620,341,78023
2003-06-23,551,2,2,0.725953,0.3629764065335753,0.3629764065335753,0.52307,0.586604,139,127,123,34,423,322,72110
2003-06-30,439,2,0,0.455581,0.45558086560364464,0.0,0.450236,0.615982,122,163,124,32,441,322,71593
2003-07-07,643,1,0,0.155521,0.15552099533437014,0.0,0.397421,0.491507,109,94,91,24,318,310,64699
2003-07-14,632,3,0,0.474684,0.4746835443037975,0.0,0.448002,0.604341,137,120,141,43,441,308,72972
2003-07-21,697,4,0,0.573888,0.5738880918220948,0.0,0.474767,0.524478,98,116,98,53,365,301,69593
2003-07-28,636,4,0,0.628931,0.628930817610063,0.0,0.453251,0.590692,112,121,139,48,420,302,71103
2003-08-04,632,7,1,1.26582,1.1075949367088607,0.15822784810126583,0.352158,0.505135,100,102,120,39,361,290,71466
2003-08-11,632,2,0,0.316456,0.31645569620253167,0.0,0.525322,0.634271,136,136,125,46,443,295,69844
2003-08-18,761,3,0,0.394218,0.39421813403416556,0.0,0.492991,0.610118,120,133,131,37,421,283,69003
2003-08-25,649,0,0,0.0,0.0,0.0,0.542728,0.641227,159,120,144,27,450,277,70178
2003-09-01,672,0,0,0.0,0.0,0.0,0.490347,0.661429,166,112,155,30,463,276,70000
2003-09-08,512,2,0,0.390625,0.390625,0.0,0.735914,0.792681,177,124,182,36,519,271,65474
2003-09-15,604,1,0,0.165563,0.16556291390728478,0.0,0.581771,0.639059,145,122,184,24,475,267,74328
2003-09-22,535,2,0,0.373832,0.3738317757009346,0.0,0.654162,0.636732,136,116,183,26,461,264,72401
2003-09-29,414,0,0,0.0,0.0,0.0,0.749504,0.747829,135,143,221,34,533,268,71273
2003-10-06,1430,21,1,1.53846,1.4685314685314685,0.06993006993006994,0.884021,0.960873,808,607,881,146,2442,830,254144
2003-10-13,1682,77,0,4.57788,4.577883472057074,0.0,1.02773,1.04325,913,696,1132,191,2932,931,281045
2003-10-20,2176,252,1,11.6268,11.580882352941178,0.04595588235294117,1.28296,1.0545,878,811,1147,195,3031,974,287436
2003-10-27,2568,454,4,17.8349,17.6791277258567,0.1557632398753894,1.32661,1.11231,1006,884,1369,216,3475,1007,312412
2003-11-03,2753,535,0,19.4333,19.433345441336726,0.0,1.77304,1.41274,1207,1127,2080,276,4690,1074,331980
2003-11-10,3553,859,3,24.2612,24.17675204052913,0.08443568815085843,2.43814,1.72703,1542,1249,2735,264,5790,1111,335258
2003-11-17,4595,1289,2,28.0958,28.052230685527746,0.04352557127312296,2.72605,2.407,2185,1757,4133,310,8385,1141,348359
2003-11-24,5942,1960,8,33.1202,32.98552675866711,0.13463480309660047,3.73192,3.10962,2561,2425,5684,471,11141,1129,358275
2003-12-01,6479,2241,10,34.743,34.58867109121778,0.1543448062972681,4.54894,4.30779,3247,2890,4933,672,11742,1118,272576
2003-12-08,9598,3237,32,34.0592,33.7257762033757,0.3334027922483851,5.39906,4.8303,4734,5330,7817,1067,18948,1189,392274
2003-12-15,12422,4061,29,32.9255,32.69199806794397,0.23345677024633715,7.38735,6.42905,6620,5573,11550,1219,24962,1173,388269
2003-12-22,11783,3609,20,30.7986,30.628872103878468,0.16973606042603753,7.48097,6.86734,6434,5906,9851,1508,23699,1148,345097
2003-12-29,9748,2395,16,24.7333,24.56914238818219,0.16413623307345096,7.62797,7.06496,5336,4517,5231,1331,16415,1122,232344
2004-01-05,8461,1689,12,20.104,19.96217941141709,0.14182720718591182,5.14051,4.55115,3391,3827,2894,1220,11332,1139,248992
2004-01-05,6936,853,9,12.4279,12.298154555940023,0.12975778546712802,2.89129,2.41833,1930,2605,2299,768,7602,1160,314349
2004-01-12,5411,500,5,9.33284,9.240436148586213,0.09240436148586213,2.10429,1.80906,1679,1586,1857,461,5583,1141,308614
2004-01-19,4329,257,3,6.00601,5.936705936705937,0.0693000693000693,1.88696,1.71202,1721,1276,1604,360,4961,1084,289774
2004-01-26,4166,163,3,3.98464,3.912626020163226,0.07201152184349496,1.7766,1.5425,1487,1067,1543,339,4436,1071,287586
2004-02-02,3661,105,2,2.9227,2.8680688336520075,0.054629882545752524,1.46001,1.43787,1454,1047,1448,302,4251,1054,295646
2004-02-09,3530,60,5,1.84136,1.69971671388102,0.141643059490085,1.37787,1.32427,1420,889,1297,218,3824,986,288762
2004-02-16,3136,48,8,1.78571,1.530612244897959,0.25510204081632654,1.30532,1.30726,1301,876,1255,259,3691,1004,282347
2004-02-23,2559,26,12,1.48496,1.016021883548261,0.4689331770222743,1.08691,1.03698,956,719,1038,203,2916,948,281202
2004-03-01,2651,10,8,0.678989,0.37721614485099964,0.3017729158807997,0.991888,1.01032,925,682,910,227,2744,894,271597
2004-03-08,2369,8,6,0.590967,0.33769523005487545,0.2532714225411566,1.02765,1.05249,878,764,888,178,2708,897,257294
2004-03-15,2239,11,2,0.580616,0.49129075480125056,0.08932559178204555,1.0579,1.02009,730,756,826,175,2487,849,243802
2004-03-22,1801,9,15,1.33259,0.4997223764575236,0.8328706274292059,0.849361,0.924419,760,628,733,179,2300,859,248805
2004-03-29,1850,8,9,0.918919,0.43243243243243246,0.48648648648648646,0.747127,0.790645,610,495,611,142,1858,828,234998
2004-04-05,1778,1,8,0.506187,0.05624296962879641,0.44994375703037126,0.661708,0.80261,583,440,566,116,1705,774,212432
2004-04-12,1564,3,12,0.959079,0.1918158567774936,0.7672634271099744,0.679514,0.83613,545,500,573,131,1749,755,209178
2004-04-19,1449,13,11,1.65631,0.8971704623878536,0.759144237405107,0.633071,0.792436,501,461,511,142,1615,679,203802
2004-04-26,1377,4,7,0.798838,0.29048656499636893,0.5083514887436456,0.569894,0.683588,470,349,404,108,1331,658,194708
2004-05-03,1298,3,6,0.693374,0.23112480739599386,0.46224961479198773,0.591357,0.757452,435,383,491,85,1394,629,184038
2004-05-10,1241,0,2,0.16116,0.0,0.16116035455278002,0.589044,0.788585,449,361,443,74,1327,599,168276
2004-05-17,1105,1,3,0.361991,0.09049773755656108,0.27149321266968324,0.67864,0.812171,451,337,380,94,1262,553,155386
2004-05-24,1055,3,3,0.56872,0.2843601895734597,0.2843601895734597,0.637558,0.804463,375,280,349,66,1070,463,133008
2004-05-31,823,2,4,0.72904,0.24301336573511542,0.48602673147023084,0.813309,0.877701,391,289,308,73,1061,452,120884
2004-06-07,793,1,2,0.37831,0.12610340479192939,0.25220680958385877,0.834551,0.741453,355,257,309,66,987,443,133117
2004-06-14,844,0,2,0.236967,0.0,0.23696682464454977,0.616174,0.661022,307,258,240,46,851,426,128740
2004-06-21,741,2,1,0.404858,0.2699055330634278,0.1349527665317139,0.513286,0.715109,277,245,284,81,887,423,124037
2004-06-28,730,1,2,0.410959,0.136986301369863,0.273972602739726,0.351881,0.562241,238,215,183,62,698,408,124146
2004-07-05,573,0,1,0.17452,0.0,0.17452006980802792,0.542621,0.786808,233,210,205,62,710,381,90238
2004-07-12,746,0,2,0.268097,0.0,0.2680965147453083,0.581036,0.860658,249,227,280,80,836,378,97135
2004-07-19,563,0,2,0.35524,0.0,0.3552397868561279,0.495486,0.689944,259,162,200,38,659,370,95515
2004-07-26,671,0,0,0.0,0.0,0.0,0.61209,0.779691,260,189,230,40,719,363,92216
2004-08-02,628,1,1,0.318471,0.15923566878980894,0.15923566878980894,0.531491,0.628144,213,225,235,60,733,345,116693
2004-08-09,620,1,0,0.16129,0.16129032258064516,0.0,0.519987,0.902459,243,247,256,63,809,334,89644
2004-08-16,647,0,1,0.15456,0.0,0.1545595054095827,0.574476,0.806443,256,200,256,58,770,335,95481
2004-08-23,823,3,1,0.486027,0.3645200486026731,0.12150668286755771,0.663175,0.874888,259,231,265,44,799,333,91326
2004-08-30,827,4,0,0.483676,0.48367593712212814,0.0,0.614691,0.993213,279,252,358,71,960,326,96656
2004-09-06,822,0,3,0.364964,0.0,0.36496350364963503,0.656823,0.876141,281,263,309,60,913,337,104207
2004-09-13,907,5,2,0.771775,0.5512679162072767,0.2205071664829107,0.723016,0.948092,342,299,413,68,1122,341,118343
2004-09-20,890,3,1,0.449438,0.33707865168539325,0.11235955056179776,0.691857,0.926943,322,268,416,83,1089,336,117483
2004-09-27,919,12,2,1.52339,1.3057671381936888,0.2176278563656148,0.782758,0.971643,333,319,382,82,1116,364,114857
2004-10-04,1860,8,4,0.645161,0.43010752688172044,0.21505376344086022,0.982275,0.897159,877,853,1256,185,3171,1176,353449
2004-10-11,2154,13,1,0.649954,0.6035283194057568,0.04642525533890436,1.01821,1.02248,1071,971,1373,216,3631,1187,355116
2004-10-18,2412,28,11,1.61692,1.1608623548922055,0.45605306799336653,1.1768,1.06296,1240,1019,1534,226,4019,1267,378094
2004-10-25,2620,25,7,1.22137,0.9541984732824428,0.26717557251908397,1.30121,1.14696,1190,1223,1671,285,4369,1293,380921
2004-11-01,2771,29,16,1.62396,1.0465535907614578,0.577408877661494,1.27746,1.20495,1327,1215,1718,291,4551,1302,377692
2004-11-08,3074,38,24,2.01692,1.236174365647365,0.7807417046193884,1.40387,1.30517,1497,1279,1874,319,4969,1344,380718
2004-11-15,3310,71,21,2.77946,2.1450151057401814,0.6344410876132931,1.40301,1.28699,1531,1279,1874,299,4983,1336,387182
2004-11-22,3111,40,21,1.96078,1.285760205721633,0.6750241080038573,1.73975,1.59468,1490,1274,1678,271,4713,1341,295546
2004-11-29,3826,105,32,3.58076,2.7443805541035022,0.836382645060115,1.56894,1.39714,1538,1434,2059,376,5407,1369,387004
2004-12-06,3846,161,32,5.0182,4.186167446697868,0.8320332813312533,1.65927,1.44996,1551,1450,2052,375,5428,1346,374356
2004-12-13,4359,241,45,6.56114,5.528791007111723,1.032346868547832,1.81341,1.61745,1670,1643,2071,371,5755,1379,355806
2004-12-20,4509,477,54,11.7764,10.578842315369261,1.1976047904191618,2.37626,2.19112,1856,1608,1807,418,5689,1288,259639
2004-12-27,5807,850,123,16.7556,14.637506457723436,2.1181332874117444,2.77052,2.56649,2252,2413,1993,621,7279,1332,283617
2005-01-03,6921,1119,166,18.5667,16.168183788469875,2.3984973269758703,2.40064,2.17645,2010,2869,2450,712,8041,1383,369455
2005-01-10,6646,944,182,16.9425,14.204032500752332,2.738489316882335,2.54155,2.20171,2188,2542,2982,611,8323,1342,378024
2005-01-17,6948,1271,212,21.3443,18.293033966609094,3.051237766263673,2.85871,2.53012,2199,2839,3682,608,9328,1348,368678
2005-01-24,8010,1560,306,23.2959,19.475655430711612,3.8202247191011236,3.55011,3.06524,2747,3586,5364,725,12422,1334,405254
2005-01-31,8654,1901,424,26.8662,21.966720591633926,4.899468453894153,4.58591,3.98061,3086,4498,7650,958,16192,1303,406772
2005-02-07,9684,2093,478,26.5489,21.61296984717059,4.935976869062371,5.05809,4.59568,3626,5757,8854,1132,19369,1324,421461
2005-02-14,10586,2092,613,25.5526,19.761949744946154,5.790666918571699,5.44151,4.75197,3834,6515,8400,1182,19931,1330,419426
2005-02-21,9710,1660,618,23.4604,17.09577754891864,6.364572605561277,4.4729,4.17962,3720,5125,6759,1026,16630,1280,397883
2005-02-28,8511,1178,520,19.9507,13.840911761250146,6.109740336035719,3.6752,3.45359,2997,4058,5343,836,13234,1268,383196
2005-03-07,7580,798,418,16.0422,10.527704485488126,5.514511873350923,3.3353,3.15852,2728,3634,4494,745,11601,1227,367292
2005-03-14,6540,637,471,16.9419,9.740061162079511,7.201834862385321,2.76224,2.6732,2416,2969,3513,604,9502,1185,355454
2005-03-21,5928,406,463,14.6592,6.84885290148448,7.8103913630229425,2.46844,2.35161,2145,2434,2771,550,7900,1148,335940
2005-03-28,5134,224,343,11.044,4.36306973120374,6.680950525905727,2.00081,1.89243,1827,1979,2133,390,6329,1103,334438
2005-04-04,3894,143,212,9.11659,3.672316384180791,5.444273240883411,1.54319,1.5249,1422,1327,1737,330,4816,1048,315823
2005-04-11,3339,53,123,5.27104,1.5873015873015872,3.6837376460017968,1.50195,1.41134,1356,1169,1603,317,4445,1000,314948
2005-04-18,2933,48,75,4.19366,1.6365496079099897,2.557108762359359,1.22918,1.25068,1096,954,1469,306,3825,978,305833
2005-04-25,2570,27,42,2.68482,1.0505836575875487,1.634241245136187,1.21854,1.20702,1117,894,1411,224,3646,971,302065
2005-05-02,2250,18,33,2.26667,0.8,1.4666666666666666,1.15832,1.07895,903,762,1136,189,2990,923,277120
2005-05-09,2136,18,19,1.73221,0.8426966292134831,0.8895131086142322,1.249,1.14521,979,710,1115,208,3012,878,263009
2005-05-16,1889,23,16,2.06458,1.2175754367390152,0.8470089994706195,1.16888,1.06124,805,600,926,200,2531,825,238494
2005-05-23,1809,12,19,1.71365,0.6633499170812603,1.0503040353786623,1.07888,1.0568,687,518,695,156,2056,687,194550
2005-05-30,1682,8,15,1.36742,0.47562425683709864,0.89179548156956,1.23059,1.25193,693,568,678,160,2099,637,167661
2005-06-06,1576,4,8,0.761421,0.25380710659898476,0.5076142131979695,1.14747,1.01419,548,462,594,140,1744,603,171960
2005-06-13,1514,5,10,0.990753,0.33025099075297226,0.6605019815059445,1.00254,1.04197,573,409,507,125,1614,582,154899
2005-06-20,1229,6,5,0.895037,0.4882017900732303,0.40683482506102525,0.957569,0.954027,580,431,507,110,1628,587,170645
2005-06-27,1215,6,1,0.576132,0.49382716049382713,0.0823045267489712,0.894837,0.84823,497,326,452,84,1359,550,160216
2005-07-04,1073,1,4,0.465983,0.09319664492078285,0.3727865796831314,0.798205,0.841872,426,313,390,69,1198,533,142302
2005-07-11,991,0,2,0.201816,0.0,0.20181634712411706,0.757812,0.730894,389,323,361,75,1148,524,157068
2005-07-18,983,1,2,0.305188,0.10172939979654119,0.20345879959308238,0.825963,0.713432,333,303,364,68,1068,507,149699
2005-07-25,1124,1,1,0.177936,0.0889679715302491,0.0889679715302491,0.744927,0.670677,328,279,327,56,990,492,147612
2005-08-01,1018,0,0,0.0,0.0,0.0,0.787049,0.689278,331,267,326,58,982,488,142468
2005-08-08,964,4,0,0.414938,0.4149377593360996,0.0,0.684724,0.704929,319,297,350,57,1023,479,145121
2005-08-15,989,6,0,0.606673,0.6066734074823054,0.0,0.747361,0.615903,330,225,326,47,928,480,150673
2005-08-22,1016,4,0,0.393701,0.39370078740157477,0.0,0.673974,0.609426,292,265,311,54,922,428,151290
2005-08-29,1054,5,1,0.56926,0.47438330170777987,0.09487666034155598,0.869662,0.680259,342,273,367,51,1033,420,151854
2005-09-05,1031,1,0,0.0969932,0.09699321047526674,0.0,0.899529,0.775488,338,264,396,63,1061,416,136817
2005-09-12,1099,4,1,0.454959,0.3639672429481347,0.09099181073703368,0.854635,0.683421,302,289,383,52,1026,408,150127
2005-09-19,1280,2,0,0.15625,0.15625,0.0,1.01123,0.781075,368,285,516,50,1219,419,156067
2005-09-26,1421,6,1,0.492611,0.422237860661506,0.07037297677691766,0.977808,0.806943,381,276,484,63,1204,447,149205
2005-10-03,1894,10,1,0.580781,0.5279831045406547,0.05279831045406547,1.17778,1.07635,1172,924,1256,234,3586,1113,333164
2005-10-10,2191,10,2,0.547695,0.4564125969876769,0.09128251939753537,1.21947,1.05869,1285,853,1247,197,3582,1160,338343
2005-10-17,2349,20,5,1.06428,0.8514261387824607,0.21285653469561516,1.3069,1.11523,1393,992,1525,212,4122,1216,369609
2005-10-24,2780,12,2,0.503597,0.4316546762589928,0.07194244604316546,1.33931,1.12381,1439,997,1599,213,4248,1237,377999
2005-10-31,2890,20,3,0.795848,0.6920415224913495,0.10380622837370243,1.58374,1.25489,1639,1190,1894,282,5005,1280,398840
2005-11-07,3320,36,7,1.29518,1.0843373493975903,0.21084337349397592,1.47072,1.33661,1563,1251,1929,295,5038,1272,376924
2005-11-14,3861,43,4,1.2173,1.1137011137011137,0.1036001036001036,1.6112,1.37864,1679,1331,1951,315,5276,1277,382697
2005-11-21,3268,49,3,1.59119,1.499388004895961,0.09179926560587516,1.82699,1.60829,1666,1249,1593,294,4802,1301,298578
2005-11-28,4056,114,2,2.85996,2.8106508875739644,0.04930966469428008,1.77482,1.48311,1858,1583,2176,349,5966,1325,402264
2005-12-05,3863,206,8,5.53974,5.332643023556821,0.207092932953663,1.94451,1.65374,1987,1534,2463,387,6371,1328,385248
2005-12-12,4618,394,5,8.6401,8.531831961888264,0.10827197921178,2.35512,2.00679,2241,1997,3063,396,7697,1318,383548
2005-12-19,5418,680,11,12.7538,12.550756736803248,0.2030269472129937,3.10878,2.56857,2696,2293,3058,530,8577,1287,333921
2005-12-26,5829,763,23,13.4843,13.089723794819008,0.39457882998799104,3.28238,3.05278,2678,2882,2561,721,8842,1273,289638
2006-01-02,6417,728,24,11.7189,11.344865201807698,0.3740065451145395,2.62914,2.42504,2422,2817,2366,734,8339,1319,343871
2006-01-09,6378,821,22,13.2173,12.872373784885543,0.3449357165255566,2.2515,2.00195,2272,2155,2921,534,7882,1339,393716
2006-01-16,6255,854,29,14.1167,13.653077537969624,0.46362909672262187,2.35858,2.05869,2249,1999,3150,460,7858,1297,381699
2006-01-23,6732,1026,33,15.7308,15.240641711229946,0.49019607843137253,2.41881,2.21277,2643,2281,3646,544,9114,1331,411882
2006-01-30,7029,1099,74,16.688,15.635225494380425,1.0527813344714754,2.52752,2.3222,2612,2288,4153,498,9551,1320,411291
2006-02-06,7226,1155,142,17.9491,15.98394685856629,1.9651259341267644,2.64954,2.49279,2754,2543,4593,537,10427,1311,418286
2006-02-13,8105,1402,184,19.5682,17.29796421961752,2.270203578038248,3.12935,2.79489,2624,2992,4979,631,11226,1288,401661
2006-02-20,7948,1383,242,20.4454,17.400603925515853,3.0447911424257676,3.12442,2.96911,2753,3073,5284,791,11901,1288,400827
2006-02-27,7978,1406,396,22.5871,17.623464527450487,4.96365003760341,3.13099,2.83959,2579,2989,5008,767,11343,1275,399459
2006-03-06,7819,1346,408,22.4325,17.214477554674513,5.218058575265379,3.08261,2.77799,2564,2913,5106,678,11261,1257,405365
2006-03-13,6995,940,441,19.7427,13.43817012151537,6.3045032165832735,2.64431,2.47287,2330,2231,4154,607,9322,1241,376971
2006-03-20,6444,758,432,18.4668,11.762880198634388,6.70391061452514,2.42295,2.18061,1895,1919,3709,541,8064,1217,369804
2006-03-27,5424,537,438,17.9757,9.900442477876107,8.075221238938052,2.31141,2.0168,1697,1745,3393,478,7313,1165,362605
2006-04-03,4459,293,312,13.5681,6.570980040367795,6.997084548104956,1.86383,1.64101,1437,1299,2660,342,5738,1133,349662
2006-04-10,4032,217,241,11.3591,5.381944444444445,5.9771825396825395,1.44943,1.35829,1181,1067,2014,285,4547,1087,334760
2006-04-17,3499,128,218,9.88854,3.658188053729637,6.230351529008288,1.30227,1.1428,959,873,1479,239,3550,1045,310641
2006-04-24,2675,65,135,7.47664,2.4299065420560746,5.046728971962617,1.13459,1.04031,836,779,1382,180,3177,1017,305389
2006-05-01,2516,67,128,7.7504,2.662957074721781,5.087440381558029,1.06255,0.964347,745,637,1208,190,2780,958,288278
2006-05-08,2453,61,116,7.21565,2.4867509172441906,4.728903383611904,1.03428,0.937982,745,621,1039,187,2592,919,276338
2006-05-15,2399,48,87,5.62734,2.0008336807002918,3.626511046269279,1.01791,0.947449,715,582,969,162,2428,877,256267
2006-05-22,2058,37,93,6.31681,1.7978620019436347,4.518950437317784,0.918151,0.891918,699,452,764,146,2061,783,231075
2006-05-29,1663,28,50,4.69032,1.683704149128082,3.006614552014432,0.93099,0.864643,572,404,561,108,1645,649,190252
2006-06-05,1444,17,38,3.80886,1.1772853185595569,2.631578947368421,0.857294,0.97032,754,564,626,131,2075,635,213847
2006-06-12,1267,14,11,1.97316,1.1049723756906076,0.8681925808997633,0.786294,0.84439,514,388,447,81,1430,615,169353
2006-06-19,1178,4,10,1.18846,0.3395585738539898,0.8488964346349746,0.719426,0.77487,463,328,409,100,1300,610,167770
2006-06-26,1017,6,6,1.17994,0.5899705014749262,0.5899705014749262,0.718868,0.821372,466,323,390,92,1271,572,154741
2006-07-03,907,6,2,0.882029,0.6615214994487321,0.2205071664829107,0.774807,0.872745,437,305,402,71,1215,565,139216
2006-07-10,914,7,0,0.765864,0.7658643326039387,0.0,0.76598,0.922635,549,449,511,108,1617,577,175259
2006-07-17,917,9,2,1.19956,0.9814612868047983,0.21810250817884408,0.642809,0.899487,541,460,440,112,1553,564,172654
2006-07-24,863,15,2,1.96987,1.738122827346466,0.2317497103128621,0.622033,0.843082,502,422,403,128,1455,564,172581
2006-07-31,943,19,1,2.12089,2.014846235418876,0.10604453870625664,0.616326,0.881824,508,402,430,88,1428,551,161937
2006-08-07,899,10,2,1.33482,1.1123470522803114,0.22246941045606228,0.685694,0.817145,473,383,435,82,1373,547,168024
2006-08-14,862,10,2,1.39211,1.160092807424594,0.23201856148491878,0.622697,0.8715,510,390,466,91,1457,536,167183
2006-08-21,898,12,3,1.67038,1.3363028953229399,0.33407572383073497,0.611817,0.738621,404,279,379,76,1138,503,154071
2006-08-28,907,13,4,1.87431,1.4332965821389196,0.4410143329658214,0.638831,0.797966,398,292,457,77,1224,488,153390
2006-09-04,881,13,0,1.4756,1.4755959137343928,0.0,0.806627,1.01394,492,396,506,69,1463,491,144289
2006-09-11,1067,30,1,2.90534,2.8116213683223994,0.09372071227741331,0.762448,0.880936,446,361,521,78,1406,487,159603
